ISBN,Shard
0373077734,C
0671887076,W
0840768966,T
0451202937,T
0517882019,F
0553276891,T
0425134008,M
0671812750,M
1568652968,I
0712614192,T
8817537551,D
0450561968,I
0062701878,S
0812548078,B
1565922611,W
1565921526,L
0743200225,E
1565925823,O
0553580124,T
0743435745,F
0698119185,Q
0871401762,E
013937681X,T
1565925165,O
0201835959,T
0201609991,N
1575210843,J
0672319942,P
0735709017,P
1565926218,P
0735700788,G
1565921046,W
1576104699,L
0679768378,B
0786881356,R
0672484404,U
0201489163,T
0201406535,U
0201567415,I
0201549794,T
0201570300,U
0201563274,U
0201544326,T
0201563185,U
0070546665,P
0201533774,A
0596000855,P
0201702711,T
0393320928,W
1565925254,P
1565924649,L
0596001088,T
0672317354,S
0609802216,L
1878020048,T
3785720807,D
0727913689,A
0671003372,I
0553380591,M
0899199232,T
0880297220,T
0062504681,T
0878331719,R
0471455083,G
0140173196,A
3499153602,D
039302511X,K
076071519X,W
3492040004,S
3257227752,Z
0870402536,O
0026365588,B
0394580443,P
0135289106,C
0553231448,S
0789433028,U
0385422423,T
0515080551,L
0441586953,O
038070644X,G
0671447165,B
0821710249,S
0553202944,C
0451520750,P
1582450854,T
0679446281,J
0786705280,G
0395475651,T
0789426420,I
0792277260,Y
1573225452,W
0066620767,T
3550071078,D
3442447968,E
0425151948,R
0486401014,F
0889711631,G
0679409424,E
0373871171,H
0373832281,W
0523423934,D
1410764389,W
0385600569,S
0446359378,S
0679745394,A
0590693352,T
0884860825,L
0889651175,T
0441860532,T
0345302192,X
0812588355,T
0842326154,L
0671824848,F
0345335767,I
0345318099,S
052342101X,A
0906495849,F
0452281113,_OTHER
1588513505,D
1410728412,I
1881927210,G
1559582332,H
0786840838,H
0553242458,T
0373710534,I
0440025354,F
0345283392,N
0380776561,S
0312951442,M
0966677307,M
0786004932,T
0553121367,P
0373710674,T
158062250X,T
1568658656,K
0743445341,T
999741294X,D
031220552X,I
0812038789,G
059033817X,M
0380700948,T
157324127X,U
0312026749,A
0895293935,C
0312026455,S
0312038127,D
0312010001,B
0440842522,D
0553051024,I
0877285179,P
1880507005,R
0812530365,C
1582290067,H
1561706973,J
0679003207,F
0345428129,S
0879830476,K
0394406036,K
0451158407,M
0316697702,T
0890433828,T
055334109X,L
0140199136,P
0688149987,P
0316553514,M
0345298969,T
067950236X,S
0025250000,T
0960267670,M
0890876894,T
0380795604,K
006012654X,T
0440212332,T
0743509609,I
0312774869,S
0671540793,H
0307215091,G
0312105118,N
3923880529,C
0963266713,Y
0844243337,C
0671735306,T
0312055048,R
1550170872,S
0670804940,O
0385233590,R
0881846724,T
0671504053,S
0385476493,C
0684171635,T
0894801538,T
0373169000,T
1566861020,T
0962838810,T
1892127180,H
1932100008,J
0761109609,H
0679008497,F
0892817747,C
1559391537,B
0380722135,C
0738700614,F
8449503698,L
8495002930,E
8427200269,C
8427202938,P
8427202806,P
842720261X,E
8427201168,U
8427201249,L
8427201516,L
8427201559,T
8427202997,U
842720275X,M
0194216454,T
0194216667,N
8484031365,M
8476308469,C
8420743550,I
842820893X,B
8482384228,A
8423992160,C
8431504382,L
8486623685,C
8431504129,L
8474171350,L
8440676387,L
8440642261,L
8430577025,A
8440691459,L
8440676077,L
8440663803,L
8440666896,E
8440695675,L
844064227X,L
8448000412,E
3442356083,A
3746618339,D
0060930217,V
0345450647,B
3492041655,E
0452268567,M
0440208521,D
0672227150,U
0155930214,U
0375753303,S
0345292510,M
0345254538,D
1561632902,_OTHER
044022330x,R
0888946805,D
0767907418,B
0679776222,V
0812991516,O
0140446494,T
0670811475,H
0836282892,E
0679028277,F
0679032592,M
1564408744,T
1859580556,R
0140441042,E
0140444068,T
0786880678,I
0425167119,T
0192750917,T
0671874365,V
0395604788,L
0441774083,S
0140238387,S
0931188237,M
0618009965,T
0312957173,D
0963832751,R
0812504186,A
0671462113,T
0425060527,P
0786707283,A
0451524284,J
0671639706,I
0399503854,D
0553210939,C
0965327507,I
0615113575,D
074932032X,S
0330201077,T
0140714154,T
0684192837,C
1570827281,D
0590423592,S
0681414413,B
0440411238,B
0816738378,H
0816748195,C
0671795236,G
0590624296,Y
0866119728,G
044080177X,S
0439132991,_OTHER
0440226864,I
0382069978,A
1899598200,S
0877286396,L
0964840154,T
1557043663,M
1563520648,_OTHER
0373097980,H
0821762893,L
0821761056,T
051506324X,P
082172357X,T
0449502155,S
0821766090,A
1555136095,P
0874061822,W
0449216853,F
0449230570,M
059033932X,T
0373107382,W
0140055665,B
0802487599,T
0312921047,Z
0449229653,C
0345374029,D
0834401045,W
0515056456,B
044920040X,A
0451116100,W
0373634129,C
0020778201,T
0373610440,T
0590456407,T
0441675743,T
0681404515,F
0896933717,F
0553246380,F
055327242X,S
0385470355,W
0393091252,T
0312863314,L
0399147543,T
0671537946,I
0553072226,G
0399133399,S
0312088620,N
0345330048,D
0913098604,I
0890811822,C
1577484320,K
0446906158,T
0671476297,H
0515039748,T
0553281569,B
0590434411,T
0816736901,J
0590418165,S
0874064236,B
0671533800,E
059033770X,A
0307220133,T
0307220125,D
0156527995,L
0531019438,I
0721400868,P
0816728283,T
0399118519,T
0440409152,B
0671880012,A
0821715690,C
0425055329,C
0060157399,T
1577487915,D
0446514624,Y
0029344379,R
0394585887,I
0821742124,T
0842352929,T
074351775X,H
0743518217,A
089296684X,L
0764115758,T
0764115766,T
0743504828,H
0816153094,C
0783819749,M
0064410927,S
059045403X,D
0060088052,S
0849928494,E
0842340432,M
0881501581,D
0743471199,T
0374155097,A
0440203589,H
051508056X,F
0312146744,M
0312978596,B
0812575245,T
0312970587,E
0812589572,C
0345371712,T
0345322460,C
0312125534,P
0804105626,B
0440212294,B
0345394437,T
0553143395,W
0425045633,P
0345289722,B
0515106410,L
0451133404,T
0886771773,C
0345248236,S
0671831542,F
0812553411,A
0345355415,T
0425072606,O
042503366X,N
0380803143,H
0345306880,T
0670818100,R
0312202016,S
0671243160,_OTHER
0312872054,S
0451122437,T
031285031X,T
0679413677,C
0890871094,S
155542211X,L
0671731386,F
0843107995,B
0446352225,S
0553242202,G
0373261101,C
0345297652,D
0440214971,S
0380585863,T
0671558226,C
0960267697,S
0684197383,B
0811200612,T
0842362509,T
1929001061,G
0060162848,S
0394538366,L
0694517488,P
0756401097,P
1883518059,_OTHER
0140165959,S
0967857007,P
014004826X,S
0140160000,G
0373104979,R
037303122X,R
0060086203,P
0785275371,A
0345336461,L
0690000103,R
0739404393,T
0446314447,H
0671624644,_OTHER
0440189764,T
0140235868,T
0425145425,A
0451140044,T
0451821114,C
0452254299,M
059045644X,K
0590456490,K
0061053708,T
1584854235,M
0451167651,S
0517573288,T
0848716108,A
0609600907,W
0792706838,T
0451405684,S
0843926228,S
0571177158,J
038001677X,L
0964863502,V
0448149559,P
0505516462,T
0671430661,W
0345339525,C
0345421892,K
0800809645,T
0792454022,D
0307623467,W
0915463172,A
0449244008,G
0553218999,T
0523425252,T
0451147316,W
0425043827,P
0890838674,T
0091723906,T
0374519684,T
0449239985,N
0425034054,T
0449214656,T
0871310627,I
0671738704,T
0816716765,_OTHER
0671592300,C
1555425399,T
0688082203,T
0451135199,T
0373166753,L
0451125290,E
0452270987,A
0451130537,F
0809247348,P
0374230714,P
0803742185,I
0385470509,T
0340168811,W
044912374X,B
0314023534,T
0307100022,D
0373610645,D
0771067771,C
0380763338,P
0373027443,Q
0373027524,N
0373092830,R
0440142032,I
0515053880,C
055323546X,A
0553100904,T
0595200656,S
0373613156,V
0373025513,M
0440164605,N
0312917791,W
080215039X,T
0843922702,B
1557737711,D
0373031009,B
1564144186,U
0866119523,A
0866119868,I
0866119876,H
0553149466,T
0451163559,T
0517118408,K
0380750988,T
0843950749,B
0312907729,C
1891852027,W
0312853033,T
0967202906,T
0821750925,M
051510101X,S
0750906871,T
081252005X,S
0345307356,S
0451454618,G
0801012260,B
156076323X,T
0671537652,F
0843925116,S
0446313041,N
0939149850,C
0671536311,C
0782118909,T
0440174414,R
0671786008,T
0151730768,P
0517185040,D
0061020192,X
0440201438,H
0312970811,D
0451097459,S
0446329258,C
0345365623,R
0517561077,S
0805070966,E
1555835724,K
0393315592,A
0393323307,S
0706413237,C
0276420357,E
189650311X,T
077880013X,J
1568656467,P
0842340971,E
0152606475,T
1558532315,P
1557850739,J
0872237451,R
0440215064,L
0898795079,W
1401025854,S
038549341X,A
0767900111,R
0910383189,L
0967542995,A
074321434X,S
1902881478,T
0743223268,T
0312856628,T
026213215X,A
0521343062,A
0312850999,A
0060162759,N
0670811785,C
0688117309,T
038076282X,R
0970746865,C
0316955043,I
0553564765,H
047162778X,G
0471506605,T
0944002188,M
0553057480,W
047161808X,D
0312865430,T
0425191303,C
3890291538,D
9813068930,P
3550071507,D
349923095X,M
3462035029,_OTHER
3442309174,D
3813501272,E
0967911982,A
0967911915,T
0702233862,L
0688137504,G
0413591808,J
0349107750,N
0156026937,H
0312155220,E
0304343390,P
0439060354,F
0880016329,W
0345350707,I
0385490100,H
1550541765,T
0451400933,L
0515073679,A
0445204486,S
0671739239,E
0671019422,H
0671723421,J
051508929X,M
155773951X,L
0821766171,M
0505520095,T
0843944595,S
0821734423,S
0553231588,L
0380763117,C
0821745840,T
000613923X,B
052340543X,S
0553205242,W
0877952191,P
0385085796,O
0449208311,S
0553137832,S
0671452851,D
0345312376,H
0451090195,S
0671473980,S
051508249X,R
0671420437,A
0671501763,C
0373088132,L
0425086747,S
0425080153,P
0449208729,R
0373790090,T
0553232703,T
0373033648,T
0373034075,M
0373033575,A
0373034105,F
0373033516,L
0373033354,B
0373033532,E
0373033451,S
0373222742,L
0373222912,C
0373222904,W
0373222769,S
037322320X,M
0440406587,D
0886774489,S
0523480288,Y
0671743902,S
0671688073,G
0679503633,T
0553027700,T
0532124820,H
0698103203,T
084390450X,G
0671695819,R
0671811401,C
0345386647,T
0380009188,S
0446328138,L
0446305901,D
0449702413,T
0523406606,L
0553228099,T
1558173560,L
1558173722,L
1558172440,L
1558174214,L
0671020242,O
067102020X,O
0440150701,L
0373094396,C
067147443X,T
0373160070,M
0373160763,C
037370948X,C
0373709145,I
0451178734,D
0671504703,R
0451149580,T
0505522020,S
0553095005,T
0915658836,T
0345278356,G
0743526376,D
0345302486,M
0394750802,W
155643071X,T
0671729705,D
0890043485,D
0393302385,E
0515040479,W
0515041254,L
0451173570,T
044922192X,L
0380800667,T
0911745122,B
0915920670,T
0394411595,T
0899199690,T
0688058892,C
0020288301,T
0821767224,H
0452009863,T
0877950490,T
342313075x,D
3492270468,F
3404147332,F
0465024351,T
3442117585,D
0500237034,S
0881847313,B
0771014945,T
082122056X,L
0525945288,L
0861635604,F
0446601349,C
349196010X,D
0385065493,A
1854799878,M
0375407219,S
0696019728,B
1891442139,R
0763403059,L
0195032721,S
039567025X,D
3518374524,D
0394549406,T
006019622X,L
0448095408,M
0380807025,S
1881164160,D
1881164179,D
0771014775,T
0395960541,B
1574883585,N
0312078110,I
0743427823,E
0517556766,S
0896600165,G
0887059279,C
0140230246,M
0521539773,C
0299187349,T
1557738823,G
0312853920,R
0688109160,T
0440160618,N
0441377505,I
0345434013,I
0517701529,B
B0000T6KIM,F
0394719565,T
0553346377,I
0806906081,P
0394583027,I
0689505434,M
0395751853,D
0689505213,P
0553210408,F
0440203228,T
0425165167,C
188503024X,O
006093221X,M
0912588306,T
1578661013,M
0440404061,M
0679742808,B
0060199040,G
0890132119,N
0671648764,J
0679456252,P
0688112714,T
0690017820,D
0451627091,I
0025211609,I
0517543222,D
1880141167,I
0441859461,F
0345287703,T
0425108953,D
0316540919,T
1569471517,G
0399142819,N
0805205306,G
0878337210,C
0582642310,T
0152047050,T
0618196250,M
0380707861,A
0671626302,A
1567311539,C
0446518867,T
0877956006,T
0312152450,X
0440208610,D
0312187009,W
0679767932,A
0679758666,L
0929895282,R
0811815862,T
1560252707,L
0399526277,W
0811213765,I
0805209603,O
0679434488,T
0764550519,B
0764552597,F
B00005UMI4,D
0684869837,D
0439297249,A
1567186947,F
0062516302,M
0395488907,S
006000665X,C
0425183084,F
0316273058,T
0380818590,V
0380713837,W
0415923204,R
0674078551,T
002934770X,D
068418950X,S
0671001752,B
0316321400,T
0375724583,T
1888451033,T
0425091384,_OTHER
0345313852,Q
0345434226,C
0380496682,D
0877958416,E
0156012898,A
0896219003,M
0688064485,B
0553290312,T
0920470386,F
094066643X,H
0906540909,J
0684803151,T
0553348094,W
0884790231,E
0912333138,G
0671734113,T
0553104969,F
0385324049,T
0060619953,P
0060601795,L
0394571649,U
0811821048,L
0609604279,S
0449287688,D
0679870016,P
0881843326,P
1575025159,O
0446678279,T
0877934355,T
020109312X,B
0380005530,E
089009389X,T
0609800027,T
8806147412,L
014002185X,R
0811201007,S
060980409X,B
0684811286,L
0671224239,W
0023885815,I
0534213243,G
0534094449,D
0696012251,B
0849931339,R
0671224069,P
1855383446,I
0062511211,J
0316380091,S
1567407811,T
0060721952,T
0553230220,W
0451171144,M
0373711727,M
0553562002,M
0505523396,W
0451154347,B
0843951028,W
0505519704,G
1551665913,C
0380803666,H
0380767473,S
0373166680,P
0373762372,L
0373259751,T
0373076665,G
0373106882,B
037376068X,P
0373056737,B
0373056788,N
0373059655,R
0373288808,P
0373023936,C
0373110731,S
0373098499,W
0373701977,U
0373691173,I
0373099452,J
037308997X,C
0373168144,C
0373055412,S
0373760396,M
0671727346,A
0312964838,A
0316289442,H
0373708254,F
0553251929,S
0425073157,T
0451204786,G
0553239864,S
0553235761,W
0446827886,G
0380755513,W
0425168123,C
0425149005,W
0425153843,L
0373706170,J
0373032714,L
0373288670,R
055322784x,W
0451145380,D
0694523909,H
0671582259,T
0394559827,T
0553479555,A
0515081825,L
0373701233,L
1555836208,T
0020310218,S
0060507837,A
0440508649,R
0140299599,T
0842335609,L
1565078179,B
1557531315,S
0434301132,A
0312928866,H
0671022938,B
0590255134,T
0553267221,H
0312962843,B
0531041697,F
0140390529,A
0590336673,T
0060534052,A
0756401933,F
1893896358,M
1402202695,I
0352339004,S
0312990022,T
0345447417,L
0352334487,V
0345417089,W
0345442644,W
0451458699,T
034544258X,T
0352330708,T
0352337273,I
0352334916,H
0312998864,S
081256653X,F
0446607819,R
0312986033,M
0451459318,T
0765344424,H
0451411048,S
0451456912,T
1581822952,A
0441005012,C
0684814641,P
0821750364,C
0806906189,L
0743412508,N
0743412494,T
0440501024,N
0671775820,H
0671774638,T
0425123138,M
0823030350,M
0340873612,S
0764554298,J
032119375X,A
075411189X,N
0330481142,W
0330489070,H
096757711X,A
0739429124,F
0880970790,M
0875303218,A
0875302092,A
0875303129,B
1581744161,M
0026890224,A
0826943004,H
0744001943,G
1879664011,S
0814476171,S
0970580444,T
0743530209,R
097173660X,L
0812968530,I
0375725180,R
0679432442,A
0060198265,W
3791322214,A
0060008385,S
0966621336,E
0192839578,T
1585744654,T
0061097918,S
1852423811,F
0786842555,B
0786842296,W
0861631471,T
0816734321,G
0811804526,W
1874061831,G
0060084065,T
2226034234,L
2226089446,L
1558611940,T
2253154326,L
2707125288,U
2226034218,I
0671646613,B
2253151416,L
8433908898,M
2290314781,L
2290318639,L
207036674X,L
2290153524,L
019860131X,T
0062734423,W
006013738X,T
0452282314,T
0140366962,G
1400020298,R
185326489X,T
0821765450,B
0156005883,T
0813390168,T
0743474511,T
0812505107,T
0440911346,T
0441217729,C
0385262183,A
067931119X,S
0006385958,C
0449224767,A
0449148769,C
0671636480,O
0752585398,P
0843933887,A
0671508938,T
088975179X,U
0889751749,I
088975151X,H
0452258316,W
0889751862,H
0889751714,T
0889751552,M
0889752044,U
0889751692,T
0060194189,R
0874803535,C
0393030024,O
0811900673,T
0843105623,S
0529050366,T
0883752018,J
0373240155,S
0446301728,M
0704334747,T
1552634744,B
0771007809,W
0226143163,T
0743246411,W
1582972478,N
0060929294,E
0440218543,B
0440224101,H
0452273315,P
0394503120,C
8475967787,L
3442435587,T
3785702272,N
3455013570,J
3423124830,H
3425067257,F
3125217156,E
0060968745,C
3423250879,K
3123512312,F
3123512401,F
3423124806,E
3122618400,M
3473580228,S
3150074703,K
3150000858,L
3407783353,B
1565049241,C
0441005950,T
0061060852,T
0061060836,T
0061062928,A
0821732730,T
0553575597,T
8439702094,_OTHER
9501519511,N
0743411277,M
0671037013,M
1559587601,C
0671676334,F
0385315481,T
4887755171,F
0316837059,F
0394727266,T
031200186X,S
0375504281,T
1558962603,S
0751533793,T
0552991864,A
0747263329,C
0080207162,P
000711091X,B
0836230302,W
0340581964,T
072251624X,G
190203502X,T
1565970802,P
0373244568,M
0851001211,W
0140026568,P
0460878093,R
1857920724,A
1857920171,W
1857923944,A
1871676878,M
1852532904,M
1857821874,D
0460878697,G
0460879014,J
0460878719,A
0460878956,E
0460878778,E
1853066583,E
0852064705,D
0312082657,M
0002157101,R
0806959630,I
1873475934,R
0749397098,_OTHER
1853811394,_OTHER
0722146019,E
0854766243,N
0854764143,G
0882549405,G
1851523693,T
0721409989,L
0330320181,T
0751517518,W
0553293656,W
0330313088,T
0006329535,H
0552525286,M
1857820436,V
0552139181,T
3716502529,O
0586207902,A
0745937012,W
1875892168,G
0747560552,T
0525940987,C
1902618106,T
0007103867,S
0731616235,W
1863305793,S
0824512170,M
0751512907,S
8478095802,E
0669417416,P
0395868270,C
1878257498,P
068981285X,T
0534545440,W
0786004495,M
0141180978,D
094192016X,A
1555834809,O
0966069803,T
0452262356,A
0679748407,M
0534524435,A
0060116277,E
0517118904,A
0520018702,W
0066620031,I
0198751613,A
0872202291,A
0553575570,D
0393312577,F
0847817377,P
0807010375,D
0919345913,T
0919345182,T
055357938X,T
0671687654,M
0684855488,D
0763701793,H
0697391876,G
013087552X,I
0130654345,O
0131048783,H
0300056613,O
0312244673,L
0553585754,E
0028629043,T
0762703954,H
0452275105,T
0684834812,T
3762604673,L
3855023158,W
0395562635,A
0833544926,S
0670812358,J
0807576735,S
0027731901,D
069004223X,C
0823410161,T
0833549537,T
0881032670,E
0881032751,R
0027439607,T
0881032867,R
0394859189,T
0881031828,T
0688071627,S
3596152917,D
344272712X,J
3442726409,D
3499227428,L
3596294282,D
0349107661,A
0749313846,T
0330341162,L
0571131417,W
0345294815,M
9010017311,A
0380018365,P
9029017287,E
9061695007,M
9029547006,L
9053334564,P
9050180949,B
9070066327,D
9026303742,J
9021479869,D
9070066742,D
9070066459,D
9029000201,H
9029005424,I
0714509744,T
0385148313,L
1932100067,T
0743459032,V
078510576X,S
0743475046,S
1932453083,N
0743458141,T
0140482377,T
1555836348,K
0805073302,T
1889330167,W
0812970934,T
0890246173,T
0890244219,B
0140298428,T
0801071240,L
0062517775,G
0140370331,T
0553582399,D
1878739271,R
0575034831,E
0679776117,T
0865474222,T
0741413256,T
3770131894,T
3499262592,E
0812510666,P
0671015451,V
0812564871,T
0194315894,O
0471035327,S
0892815035,T
0194312828,O
0670324884,A
0140366725,T
0471852236,A
0138965234,A
0768909112,S
0130408956,L
0312981678,D
082122557X,L
0306807491,M
080215106X,T
0195065778,W
3257229518,M
0345374266,S
067972009X,S
0374523940,U
0140063064,T
0452270944,A
0140183035,T
014130880X,T
0754102718,B
0593027477,E
0352316977,T
3492235220,N
1853261203,P
014017088X,T
3491240581,D
3426621592,D
3125776600,B
0671315285,_OTHER
3453213408,A
3596134587,K
3453195922,M
3379015563,S
3442761271,N
3746618614,D
3423127996,V
0862416337,T
0852073526,C
0764551353,S
0813430321,U
0195130960,T
037575377X,H
0060921994,_OTHER
0380521342,T
0345278658,S
0764565559,F
1872730159,R
0442256345,M
0312276966,T
0452275903,B
0340379545,C
0595310273,R
0553572253,H
0583308023,R
0029067057,J
0451201078,L
0816768722,J
0316111163,A
0439217873,S
0440416639,T
1564774791,E
1564774627,C
1881892042,R
0783553080,P
0312272049,D
0064420833,L
0439199980,T
0688161987,C
0786868694,N
0762100087,K
0307168123,W
0679437045,S
068486438X,F
0670829137,T
0099743612,P
0374108307,B
084995911X,G
0764500090,M
0373253427,S
0563371900,P
0670200344,C
0340042516,F
0440800536,J
0374157588,F
0312137931,A
0312762518,T
0689708009,C
0671418661,P
0931188431,T
0894801384,C
0816158207,F
0486249018,C
0201846721,F
0395903319,T
0201383063,F
0312390475,R
0140374965,U
189119710X,M
0312316127,F
0751367451,D
184232991X,T
033033784X,T
0399144900,M
081120118X,C
0944276741,M
0440227496,I
039923019X,T
0811826015,R
1564025489,I
0789430282,H
0876058322,W
0140150056,T
0316977411,A
0486253414,N
0028610989,T
0875966721,R
0001856367,T
8817661031,I
0802114067,N
9507313729,N
0786708123,T
0764548077,P
0136843255,P
0226777103,H
0395359686,R
0753804921,J
0316579661,T
0201484080,T
0771592558,T
0771091788,M
077101208X,T
0771592515,M
0553202030,A
0553143379,T
0743205189,W
1931686688,T
0773753257,H
0773753605,H
0380899345,K
0449149153,P
0843104139,D
0804116482,V
0804107645,E
0575051760,T
0440222214,S
0441062245,B
0770108407,U
0671001299,F
0921912587,R
0929141946,L
1896095542,J
0345303253,W
155199108X,I
0312867069,O
0671701509,S
0316844446,S
088984111X,Q
0836225236,C
0449201961,G
0449202003,C
0449201996,D
1870586115,S
0696023350,C
0345349962,H
0806967641,C
0671794345,T
055314006X,S
0446527173,G
0848706978,H
0688170838,T
0155011278,I
0023960507,R
1841491853,L
0679452931,L
0671554751,C
031211107X,Z
0805010068,W
0440446511,L
0321105796,T
0321106695,T
0873529863,M
0439219183,G
0812568702,C
0312980418,A
0805053689,J
000224408X,T
1895837375,W
0921411642,O
0771034504,C
0195412206,T
0141180994,T
0140512276,T
0314931708,O
0399145893,G
1585360651,Z
039455633X,T
0192817884,T
0312265042,T
1565048725,A
0486298523,G
1567183034,T
0517336332,T
0517150328,T
1852305754,R
1881394484,E
1881394077,L
1551091267,T
042516036X,W
0441873618,W
1572940131,T
187854277X,H
0460873164,P
078790080X,D
0393960625,J
0192822705,A
187398247X,C
0441071724,T
0671870882,S
1854874462,C
0451452348,T
0747252386,B
0595098525,T
0395051231,G
0393962997,E
0393961885,A
0140430334,S
0192813374,J
0192832913,T
0060937548,H
0805945903,T
0446604143,M
0671720287,Z
1558584536,D
055311557X,B
0451144198,P
0425089991,E
0881849456,M
8423920143,G
3446193138,F
038080056X,T
0886777909,C
0689024681,T
0425183777,A
0425183149,A
0425178617,B
0061099864,D
0449131556,H
0380717093,A
1565049640,H
0877017115,M
0425181529,M
0886779790,O
0740722182,T
0201577992,T
0877018545,P
0380764466,T
0689835248,Z
0786884967,J
0425171183,S
0877015368,T
0967005604,B
0451204360,T
0886778239,L
0670036013,W
0140322191,M
0899197019,M
0877017743,S
0441006965,L
006018891X,T
0394751728,W
0670873993,F
0141307439,G
0425074846,W
0141306505,H
0201483041,I
1556522819,A
0786852550,T
1854582747,W
1854582755,T
1580083528,T
1557982198,G
0155085115,T
0761131787,T
1573228575,T
1582971595,T
1551520338,H
0887845843,H
0425062740,A
0590457365,R
0689806566,M
0743456122,A
1901250245,F
0316787531,O
8817150126,N
0892965673,F
0684842416,T
0872496341,N
0849954002,L
0631162275,C
1556155956,M
1562054082,N
1562053698,N
0831761105,M
0452282942,T
1858285186,T
1858285054,T
0199111219,O
0670913669,R
0451524373,T
1569714371,T
0452275954,D
0006391893,R
0449501159,C
0312037287,C
0396082475,A
0385314876,N
006092408X,T
0330390481,S
0394708407,M
0812561511,B
0061093378,D
044921964X,D
0446403725,B
3472613688,D
0553225839,M
1864368098,T
0740738267,A
0762413816,T
0764553267,B
1593080654,T
1401901921,D
1564145662,A
0062516841,T
156718636X,A
0385030096,I
8466302956,O
0192826425,A
1558744231,B
1410764273,B
377425463X,C
3453190254,M
3774223890,M
3791530372,E
3821808853,W
3806217734,S
3446203508,P
9021490501,P
3453155823,D
3150069548,D
3784415806,T
344272144x,I
3442721415,W
3431036147,D
0753450259,M
3596129923,D
0062504312,I
0809125811,S
0814624111,W
1567921981,A
0814625460,W
0879462337,P
1401097863,S
0879736933,W
1569013136,C
0140714251,T
0967349702,O
1899884009,M
060980135X,T
3596143691,L
1561703486,A
0962520616,A
1551521032,E
0871918935,R
1586215981,_OTHER
0743532430,T
0944501109,H
0060725362,A
0553757075,R
0684804166,P
0671633325,U
0914427822,H
0517527464,W
0590333917,F
080662499X,E
0385492847,T
1564406156,W
067100770X,I
0920897010,W
0814622054,P
0425141209,B
0832700029,S
0896227308,E
0887846319,F
0449903117,O
1551111748,G
0553241311,S
1551112434,M
0385009488,T
031210426X,B
0385497938,R
0440506859,I
3446192905,G
0553155318,O
0809129590,T
0553156551,B
0399512519,C
072253731X,P
0380816253,S
0316203955,E
068982288X,U
0316203963,E
0060682388,S
0812926714,T
0070410925,D
0062512994,T
0060924632,T
1558703624,T
1552200833,C
0553290932,E
0553541773,S
0140079742,W
1556611714,R
0451191757,P
0393014290,J
0452281865,S
1567115268,A
1551050560,L
0133865320,H
1572304510,W
0880911301,B
0195411048,D
0515062960,A
1880033267,S
096294470X,B
0553134434,F
0814604129,S
0425037037,H
0892833939,O
037309373X,C
0836228081,P
0671459759,F
0895555107,P
034530442X,P
0842341765,M
0451156250,H
0932707173,B
0671422170,W
0671501917,A
0939508044,P
0440207126,T
0553124137,H
034530179X,M
0451166329,P
0914539108,T
0316846872,T
0385177267,N
0395312868,T
0836218124,T
0679005390,F
0812830342,T
0871315548,T
0671883798,F
0395082560,T
0395082552,T
0395082544,T
9879789970,T
0440504597,B
0743214587,K
0891412905,T
0385293305,V
0140431373,T
0140432108,A
0688089011,M
0312862962,G
1853264407,T
039475249X,Y
0786706465,T
0892961996,O
0471535877,Y
0310537614,C
0517668432,J
0028630351,F
0517643014,W
0684804190,N
0681400943,B
0892961236,H
0788168258,C
1566910242,Y
0875964788,T
059048320X,F
0671451596,T
0385487657,J
0671003763,T
080520881X,U
0451198891,D
0312034415,A
0802753841,M
0449200760,P
0871132516,T
0385302371,A
0028615735,F
0333321839,T
0871131382,W
0899429505,S
0887846696,M
0844221295,F
0385188064,T
0789468069,A
1551971194,B
0312048580,B
0940212080,H
0394753437,R
3442435382,S
0684840065,T
0394530748,C
0553493388,S
0231084242,L
1556110146,O
0393040232,C
0151442339,I
0465019919,T
1562870343,B
0553155385,K
0864424299,L
3404146549,D
0312194811,L
3404144856,E
0130743119,B
0681401141,C
3423072393,K
1578152534,T
0395253993,T
0882664646,T
0816735816,T
0805209581,I
0446608688,T
0394896254,S
0394572696,W
0786862882,T
0688035930,F
0553493094,W
0525248277,T
0517567288,T
9100560235,I
0671600737,H
0312857136,N
0553209450,O
0875940129,M
0874749093,S
031202245X,L
0762706384,F
006097723X,M
0394554272,B
0140065717,A
0688158056,R
0590401874,T
0345306406,N
0670827894,B
0441783740,S
1552049914,N
0590339575,A
0688171540,B
0671731823,N
0060129735,B
0671803891,W
0140126864,T
0892962518,M
038078212X,H
0394743164,F
0920256368,A
038055657X,H
0880290145,_OTHER
0517572419,B
0307215865,T
0316141267,T
038523452X,T
3596150574,N
1577595467,H
3423243112,M
0060278951,C
0440418437,C
0439341264,S
067940256X,R
0881663263,L
0691019029,T
0060195568,S
0818504382,T
0765194252,T
0060984325,F
0875870902,T
1932100083,S
0765196948,T
0312201737,F
0809476797,M
0375500286,C
0140273298,K
0810913712,N
1569552215,T
0812504283,B
0671831208,C
0393039412,H
0893756091,T
0750922834,R
1570718601,E
059044297X,C
0843114495,P
0688140343,A
0307215512,T
0966347323,A
0307215415,T
1853754129,B
1587360675,T
0688416403,D
0345340205,C
0934601844,T
0062510592,T
0744560497,Y
0881623717,E
067082982x,T
0807554049,T
0590418408,T
0525937307,F
1403355746,I
0130017604,U
0590430157,T
157129029X,D
0380718227,A
0525471391,K
0156901773,T
0553158945,C
1401900623,D
0743500466,R
1889968536,W
0205322441,C
1555613446,M
1555613101,B
0810912775,T
0890877858,T
094323199X,C
1559501375,E
